ID,MUNDO,PUNTO DE RECORRIDO,TIPO DE RETO,Contexto (si hace falta),Enunciado ciudadanía (default),Puntos por respuesta correcta,Respuesta 1,% R1,Respuesta 2,% R2,Respuesta 3,% R3,Respuesta 4,% R4,Num. Articulo,Artículo de la constitución (texto),Feedback del juego,TIEMPO (segundos),Dificultad,
541,M2 - ÓRGANOS E INSTITUCIONES DEL ESTADO DOMINICANO,C1.4 Organismos de control y garantías institucionales,Preguntas y respuestas,-,El gobierno de los distritos municipales estará a cargo de una Junta de Distrito y una Junta de Vocales:,10,Verdadero,100%,Falso,0%,,0%,,0%,201,Constitución de la República Dominicana,"Gobiernos locales. 
Párrafo I.- El gobierno de los distritos municipales estará a cargo de una Junta de Distrito, integrada por un director o directora que actuará como órgano ejecutivo y una Junta de Vocales con funciones normativas, reglamentarias y de fiscalización. El director o directora tendrá suplente.",30,Medio,
542,M2 - ÓRGANOS E INSTITUCIONES DEL ESTADO DOMINICANO,C1.4 Organismos de control y garantías institucionales,Preguntas y respuestas,-,"La Junta de Vocales tiene funciones normativas, reglamentarias y de fiscalización:",10,Verdadero,100%,Falso,0%,,0%,,0%,201,Constitución de la República Dominicana,"Gobiernos locales. 
Párrafo I.- El gobierno de los distritos municipales estará a cargo de una Junta de Distrito, integrada por un director o directora que actuará como órgano ejecutivo y una Junta de Vocales con funciones normativas, reglamentarias y de fiscalización. El director o directora tendrá suplente.",30,Difícil,
543,M2 - ÓRGANOS E INSTITUCIONES DEL ESTADO DOMINICANO,C1.4 Organismos de control y garantías institucionales,Preguntas y respuestas,-,El director o directora de la Junta de Distrito no tendrá suplente.,10,Falso,100%,Verdadero,0%,,0%,,0%,201,Constitución de la República Dominicana,"Gobiernos locales. 
Párrafo I.- El gobierno de los distritos municipales estará a cargo de una Junta de Distrito, integrada por un director o directora que actuará como órgano ejecutivo y una Junta de Vocales con funciones normativas, reglamentarias y de fiscalización. El director o directora tendrá suplente.",30,Medio,
544,M2 - ÓRGANOS E INSTITUCIONES DEL ESTADO DOMINICANO,C1.4 Organismos de control y garantías institucionales,Preguntas y respuestas,-,"Los partidos o agrupaciones políticas, regionales, provinciales o municipales harán la presentación de candidaturas a las elecciones municipales y de distritos municipales para alcalde o alcaldesa, regidores o regidoras, directores o directoras y sus suplentes, así como los vocales, de conformidad con la Constitución y las leyes que rigen la materia:",10,Verdadero,100%,Falso,0%,,0%,,0%,201,Constitución de la República Dominicana,"Gobiernos locales.
Párrafo II.- Los partidos o agrupaciones políticas, regionales, provinciales o municipales harán la presentación de candidaturas a las elecciones municipales y de distritos municipales para alcalde o alcaldesa, regidores o regidoras, directores o directoras y sus suplentes, así como los vocales, de conformidad con la Constitución y las leyes que rigen la materia. El número de regidores y sus suplentes será determinado por la ley, en proporción al número de habitantes, sin que en ningún caso puedan ser menos de cinco para el Distrito Nacional y los municipios, y nunca menos de tres para los distritos municipales. Serán elegidos cada cuatro años por el pueblo de su jurisdicción en la forma que establezca la ley.",30,Fácil,
545,M2 - ÓRGANOS E INSTITUCIONES DEL ESTADO DOMINICANO,C1.4 Organismos de control y garantías institucionales,Preguntas y respuestas,-,Las personas naturalizadas con tres años residiendo en una jurisdicción podrán desempeñar cargo en el gobierno local:,10,Falso,100%,Verdadero,0%,,0%,,0%,201,Constitución de la República Dominicana,"Gobiernos locales.
Párrafo III.- Las personas naturalizadas con más de cinco años residiendo en una jurisdicción podrán desempeñar dichos cargos, en las condiciones que prescriba la ley.",30,Difícil,
546,M2 - ÓRGANOS E INSTITUCIONES DEL ESTADO DOMINICANO,C1.4 Organismos de control y garantías institucionales,Preguntas y respuestas,-,"La Constitución establece los ámbitos, requisitos y condiciones para el ejercicio del referendo, plebiscito y la iniciativa normativa municipales con el fin de fortalecer el desarrollo de la democracia y la gestión local:",10,Falso,100%,Verdadero,0%,,0%,,0%,203,Constitución de la República Dominicana,"Referendo, plebiscitos e iniciativa normativa municipal. La Ley Orgánica de la Administración Local establecerá los ámbitos, requisitos y condiciones para el ejercicio del referendo, plebiscito y la iniciativa normativa municipales con el fin de fortalecer el desarrollo de la democracia y la gestión local.

",30,Difícil,
547,M2 - ÓRGANOS E INSTITUCIONES DEL ESTADO DOMINICANO,C1.4 Organismos de control y garantías institucionales,Preguntas y respuestas,-,El número de regidores y sus suplementes es determinado en proporción al número de habitantes de esa demarcación:,10,Verdadero,100%,Falso,0%,,0%,,0%,201,Constitución de la República Dominicana,"Gobiernos locales. 
Párrafo II.- Los partidos o agrupaciones políticas, regionales, provinciales o municipales harán la presentación de candidaturas a las elecciones municipales y de distritos municipales para alcalde o alcaldesa, regidores o regidoras, directores o directoras y sus suplentes, así como los vocales, de conformidad con la Constitución y las leyes que rigen la materia. El número de regidores y sus suplentes será determinado por la ley, en proporción al número de habitantes, sin que en ningún caso puedan ser menos de cinco para el Distrito Nacional y los municipios, y nunca menos de tres para los distritos municipales. Serán elegidos cada cuatro años por el pueblo de su jurisdicción en la forma que establezca la ley.",30,Medio,
548,M4 - TRIBUNAL CONSTITUCIONAL Y LOS PROCEDIMIENTOS CONSTITUCIONALES,C1.4 Organismos de control y garantías institucionales,Preguntas y respuestas,-,Otras orientaciones importantes del régimen económico son:,10,La justicia social y la equidad,100%,La desigualdad,0%,La felicidad de los ciudadanos,0%,La racionalidad,0%,217,Constitución de la República Dominicana,"Orientación y fundamento.
El régimen económico, se orienta hacia la búsqueda del desarrollo humano. Se fundamenta en el crecimiento económico, la redistribución de la riqueza, la justicia social, la equidad, la cohesión social y territorial y la sostenibilidad ambiental, en un marco de libre competencia, igualdad de oportunidades, responsabilidad social, participación y solidaridad.",30,Medio,
549,"M1 - DERECHOS, DEBERES Y FUNDAMENTOS DEL ESTADO DOMINICANO",C1.4 Organismos de control y garantías institucionales,Preguntas y respuestas,-,Dentro de la orientación y fundamento de régimen económico podemos ver importantes valores como son:,10,La justicia social y la equidad,100%,Verdad y justicia,0%,Respeto y lealtad,0%,Humildad y respeto,0%,217,Constitución de la República Dominicana,"Orientación y fundamento. El régimen económico, se orienta hacia la búsqueda del desarrollo humano. Se fundamenta en el crecimiento económico, la redistribución de la riqueza, la justicia social, la equidad, la cohesión social y territorial y la sostenibilidad ambiental, en un marco de libre competencia, igualdad de oportunidades, responsabilidad social, participación y solidaridad.





",30,Medio,
550,"M1 - DERECHOS, DEBERES Y FUNDAMENTOS DEL ESTADO DOMINICANO",C1.4 Organismos de control y garantías institucionales,Preguntas y respuestas,-,Para que exista un crecimiento sostenible es importante que exista un:,10,"Crecimiento equilibrado, desarrollo científico y tecnológico",100%,Fomento del arte y la cultura,0%,Marco legislativo,0%,Crecimiento masivo y desarrollo artístico,0%,218,Constitución de la República Dominicana,"Crecimiento sostenible. La iniciativa privada es libre. El Estado procurará, junto al sector privado, un crecimiento equilibrado y sostenido de la economía, con estabilidad de precios, tendente al pleno empleo y al incremento del bienestar social, mediante utilización racional de los recursos disponibles, la formación permanente de los recursos humanos y el desarrollo científico y tecnológico.




",30,Medio,
551,"M1 - DERECHOS, DEBERES Y FUNDAMENTOS DEL ESTADO DOMINICANO",C1.4 Organismos de control y garantías institucionales,Preguntas y respuestas,-,"En todo contrato del Estado y de las personas de Derecho Público con personas físicas o jurídicas extranjeras domiciliadas en el país, debe constar:",10,El sometimiento de éstas a las leyes y órganos jurisdiccionales de la República,100%,El registro en la DGII,0%,El RNC de la institución,0%,Las autoridades que la presiden,0%,220,Constitución de la República Dominicana,"Sujeción al ordenamiento jurídico. En todo contrato del Estado y de las personas de Derecho Público con personas físicas o jurídicas extranjeras domiciliadas en el país, debe constar el sometimiento de éstas a las leyes y órganos jurisdiccionales de la República. Sin embargo, el Estado y las demás personas de Derecho Público pueden someter las controversias derivadas de la relación contractual a jurisdicciones constituidas en virtud de tratados internacionales vigentes. Pueden también someterlas a arbitraje nacional e internacional, de conformidad con la ley. 




",30,Medio,
552,"M1 - DERECHOS, DEBERES Y FUNDAMENTOS DEL ESTADO DOMINICANO",C1.4 Organismos de control y garantías institucionales,Preguntas y respuestas,-,Se garantiza igualdad de condiciones a la inversión nacional y extranjera:,10,De conformidad con la Constitución y la Ley,100%,De conformidad con los reglamentos,0%,De conformidad con los decretos del poder ejecutivo,0%,De conformidad con lo establecido por la entidad contratante,0%,221,Constitución de la República Dominicana,"Igualdad de tratamiento. La actividad empresarial, pública o privada, recibe el mismo trato legal. Se garantiza igualdad de condiciones a la inversión nacional y extranjera, con las limitaciones establecidas en esta Constitución y las leyes. La ley podrá conceder tratamientos especiales a las inversiones que se localicen en zonas de menor grado de desarrollo o en actividades de interés nacional, en particular las ubicadas en las provincias fronterizas.




",30,Medio,
553,M2 - ÓRGANOS E INSTITUCIONES DEL ESTADO DOMINICANO,C1.4 Organismos de control y garantías institucionales,Preguntas y respuestas,-,La Junta Monetaria está integrada por:,10,Por no más 9 miembros incluyendo al gobernador del Banco Central.,100%,Por no más de 5 miembros y el Gobernador del Banco Central.,0%,Por no más de 7 miembros incluyendo al gobernador del Banco Central.,0%,Por al menos 13 miembros incluyendo al gobernador del Banco Central.,0%,224,Constitución de la República Dominicana,"Integración de la Junta Monetaria. La Junta Monetaria está integrada por no más de nueve miembros incluyendo el Gobernador del Banco Central, quien la preside, y los miembros ex oficio, cuyo número no será mayor de tres.





",30,Difícil,
554,M2 - ÓRGANOS E INSTITUCIONES DEL ESTADO DOMINICANO,C1.4 Organismos de control y garantías institucionales,Preguntas y respuestas,-,La Junta Monetaria es presidida por:,10,  El Gobernador del Banco Central,100%,El Presidente de la República,0%,Un miembro designado por el presidente,0%,Un miembro ex oficio designado por la Junta Monetaria,0%,224,Constitución de la República Dominicana,"Integración de la Junta Monetaria. La Junta Monetaria está integrada por no más de nueve miembros incluyendo el Gobernador del Banco Central, quien la preside, y los miembros ex oficio, cuyo número no será mayor de tres.




",30,Medio,
555,M2 - ÓRGANOS E INSTITUCIONES DEL ESTADO DOMINICANO,C1.4 Organismos de control y garantías institucionales,Preguntas y respuestas,-,"La Junta Monetaria, tendrá a su cargo la:",10,"La dirección y adecuada aplicación de las políticas monetarias, cambiarias y financieras de la Nación",100%,Monitoreo de la deuda externa,0%,La aplicación de políticas del dinero,0%,La fijación de las políticas monetarias,0%,227,Constitución de la República Dominicana,"Dirección de las políticas monetarias. La Junta Monetaria, representada por el Gobernador del Banco Central, tendrá a su cargo la dirección y adecuada aplicación de las políticas monetarias, cambiarias y financieras de la Nación y la coordinación de los entes reguladores del sistema y del mercado financiero. 





",30,Difícil,
556,"M1 - DERECHOS, DEBERES Y FUNDAMENTOS DEL ESTADO DOMINICANO",C1.4 Organismos de control y garantías institucionales,Preguntas y respuestas,-,Sólo tendrán circulación legal y fuerza liberatoria los billetes emitidos y las monedas acuñadas por:,10,El Banco Central,100%,La Casa de la Moneda,0%,El Banreservas,0%,La Superintendencia de Bancos,0%,230,Constitución de la República Dominicana,"Fuerza legal y liberatoria de la unidad monetaria. Sólo tendrán circulación legal y fuerza liberatoria los billetes emitidos y las monedas acuñadas por el Banco Central, bajo la garantía ilimitada del Estado y en las proporciones y condiciones que señale la ley.





",30,Medio,
557,M4 - TRIBUNAL CONSTITUCIONAL Y LOS PROCEDIMIENTOS CONSTITUCIONALES,C1.4 Organismos de control y garantías institucionales,Preguntas y respuestas,-,Queda prohibida la emisión de papel moneda u otro signo monetario no autorizado por:,10,La Constitución,100%,La Ley,0%,El Banco Central,0%,La Superintendencia de Bancos,0%,531,Constitución de la República Dominicana,"Prohibición de emisión de signos monetarios. Queda prohibida la emisión de papel moneda u otro signo monetario no autorizado por esta Constitución.





",30,Medio,
558,"M1 - DERECHOS, DEBERES Y FUNDAMENTOS DEL ESTADO DOMINICANO",C1.4 Organismos de control y garantías institucionales,Preguntas y respuestas,-,La modificación de la Ley de Presupuesto General podrá ser realizada por:,10,El voto de las dos terceras partes de los presentes de cada cámara legislativa,100%,El 100 % de los miembros de ambas cámaras legislativas,0%,El 50 % de los miembros de ambas cámaras legislativas,0%,Una cuarta parte del total de cada cámara legislativa.,0%,234,Constitución de la República Dominicana,"Modificación del presupuesto. El Congreso podrá incluir nuevas partidas y modificar las que figuren en el proyecto de Ley de Presupuesto General del Estado o en los proyectos de ley que eroguen fondos sometidos por el Poder Ejecutivo, con el voto de las dos terceras partes de los presentes de cada cámara legislativa.




",30,Difícil,
559,"M1 - DERECHOS, DEBERES Y FUNDAMENTOS DEL ESTADO DOMINICANO",C1.4 Organismos de control y garantías institucionales,Preguntas y respuestas,-,La ley de Presupuesto entrará en vigencia:,10,El 31 de diciembre,100%,En el mes de abril,0%,El 26 de enero,0%,El 16 de agosto,0%,239,Constitución de la República Dominicana,"Vigencia Ley de Presupuesto. Cuando el Congreso no haya aprobado el proyecto de Ley de Presupuesto General del Estado a más tardar al 31 de diciembre, regirá la Ley de Presupuesto General del Estado del año anterior, con los ajustes previstos en la Ley Orgánica de Presupuesto, hasta tanto se produzca su aprobación.




",30,Medio,
560,"M1 - DERECHOS, DEBERES Y FUNDAMENTOS DEL ESTADO DOMINICANO",C1.4 Organismos de control y garantías institucionales,Preguntas y respuestas,-,En qué fecha se publica la cuenta general de los ingresos y egresos de la República Dominicana:,10,Abril de cada año,100%,Enero de cada año,0%,Agosto de cada año,0%,Diciembre de cada año,0%,240,Constitución de la República Dominicana,"Publicación cuenta general. Anualmente, en el mes de abril, se publicará la cuenta general de los ingresos y egresos de la República hechos en el año.




",30,Difícil,
561,M2 - ÓRGANOS E INSTITUCIONES DEL ESTADO DOMINICANO,C1.4 Organismos de control y garantías institucionales,Preguntas y respuestas,-,La sociedad a través de los mecanismos establecidos en las leyes puede:,10,Ser parte del control y fiscalización del uso de los fondos públicos,100%,Acceder al patrimonio nacional,0%,Ser miembro del sistema económico nacional,0%,Participar directamente en la elaboración del proyecto de presupuesto nacional,0%,246,Constitución de la República Dominicana,"Control y fiscalización de fondos públicos. El control y fiscalización sobre el patrimonio, los ingresos, gastos y uso de los fondos públicos se llevará a cabo por el Congreso Nacional, la Cámara de Cuentas, la Contraloría General de la República, en el marco de sus respectivas competencias, y por la sociedad a través de los mecanismos establecidos en las leyes.





",30,Medio,
562,M2 - ÓRGANOS E INSTITUCIONES DEL ESTADO DOMINICANO,C1.4 Organismos de control y garantías institucionales,Preguntas y respuestas,-,Los miembros de la Cámara de Cuenta serán designados por un período de cuatro años y permanecerán en sus funciones hasta que:,10,Sean designados sus sustitutos,100%,Sean evaluados por el pleno de la Suprema Corte de Justicia,0%,Renuncien a su cargo,0%,Sean efectuadas elecciones presidenciales,0%,248,Constitución de la República Dominicana,"Control externo. La Cámara de Cuentas es el órgano superior externo de control fiscal de los recursos públicos, de los procesos administrativos y del patrimonio del Estado. Tiene personalidad jurídica, carácter técnico y goza de autonomía administrativa, operativa y presupuestaria. Estará compuesta de cinco miembros, elegidos por el Senado de la República de las ternas que le presente la Cámara de Diputados, por un período de cuatro años y permanecerán en sus funciones hasta que sean designados sus sustitutos.





",30,Medio,
563,M2 - ÓRGANOS E INSTITUCIONES DEL ESTADO DOMINICANO,C1.4 Organismos de control y garantías institucionales,Preguntas y respuestas,-,"Responsable de Auditar y analizar la ejecución del Presupuesto General del Estado que cada año apruebe el Congreso Nacional, tomando como base el estado de recaudación e inversión de las rentas presentado por el Poder Ejecutivo, de conformidad con la Constitución y las leyes, y someter el informe correspondiente a éste a más tardar el 30 de abril del año siguiente, para su conocimiento y decisión:",10,Cámara de Cuentas,100%,Contraloría General de la República,0%,Contabilidad Gubernamental,0%,Dirección General de Impuestos Internos,0%,250,Constitución de la República Dominicana,"Atribuciones. Sus atribuciones serán, además de las que le confiere la ley: 3) Auditar y analizar la ejecución del Presupuesto General del Estado que cada año apruebe el Congreso Nacional, tomando como base el estado de recaudación e inversión de las rentas presentado por el Poder Ejecutivo, de conformidad con la Constitución y las leyes, y someter el informe correspondiente a éste a más tardar el 30 de abril del año siguiente, para su conocimiento y decisión; 






",30,Medio,
564,M2 - ÓRGANOS E INSTITUCIONES DEL ESTADO DOMINICANO,C1.4 Organismos de control y garantías institucionales,Preguntas y respuestas,-,Es la encargada de presentar al Congreso Nacional los informes sobre la fiscalización del patrimonio del Estado:,10,Cámara de Cuentas,100%,Junta Monetaria,0%,Contraloría General de la República,0%,Contabilidad Gubernamental,0%,250,Constitución de la República Dominicana,"Atribuciones. Sus atribuciones serán, además de las que le confiere la ley: 2) Presentar al Congreso Nacional los informes sobre la fiscalización del patrimonio del Estado; 





",30,Medio,
565,M2 - ÓRGANOS E INSTITUCIONES DEL ESTADO DOMINICANO,C1.4 Organismos de control y garantías institucionales,Preguntas y respuestas,-,Para ser miembro de la Cámara de Cuentas se requiere tener:,10,30 años de edad,100%,25 años de edad,0%,35 años de edad,0%,40 años de edad,0%,249,Constitución de la República Dominicana,"Requisitos. Para ser miembro de la Cámara de Cuentas se requiere ser dominicano o dominicana en el pleno ejercicio de los derechos civiles y políticos, ser de reconocida solvencia ética y moral, haber cumplido la edad de treinta años, acreditar título universitario y estar habilitado para el ejercicio profesional, preferiblemente en las áreas de contabilidad, finanzas, economía, derecho o afines, y las demás condiciones que determine la ley.




",30,Medio,
566,M2 - ÓRGANOS E INSTITUCIONES DEL ESTADO DOMINICANO,C1.4 Organismos de control y garantías institucionales,Preguntas y respuestas,-,Para promover la concertación social habrá un:,10,Un Consejo económico y social,100%,Un Consejo de ancianos,0%,Un Consejo laboral,0%,Un Consejo de estado mayor,0%,251,Constitución de la República Dominicana,"Consejo Económico y Social. La concertación social es un instrumento esencial para asegurar la participación organizada de empleadores, trabajadores y otras organizaciones de la sociedad en la construcción y fortalecimiento permanente de la paz social. Para promoverla habrá un Consejo Económico y Social, órgano consultivo del Poder Ejecutivo en materia económica, social y laboral, cuya conformación y funcionamiento serán establecidos por la ley.





",30,Medio,
567,M2 - ÓRGANOS E INSTITUCIONES DEL ESTADO DOMINICANO,C1.4 Organismos de control y garantías institucionales,Preguntas y respuestas,-,"Reintegrar a un miembro militar separado o retirado del servicio activo está constitucionalmente prohibido, pero ¿cuál es la excepción a esa regla?",10,Los casos en que la separación o retiro se lleven a cabo en violación a la Ley Orgánica de las Fuerzas Armadas.,100%,Los casos en que la separación o retiro se lleven a cabo en violación a la Ley Orgánica de la Policía Nacional.,0%,Los casos en que la separación o retiro se lleven a cabo sin el consentimiento del miembro militar.,0%,  Los casos en que la separación o retiro se lleven a cabo sin el consentimiento del miembro militar.,0%,253,Constitución de la República Dominicana,"Carrera militar. El ingreso, nombramiento, ascenso, retiro y demás aspectos del régimen de carrera militar de los miembros de las Fuerzas Armadas se efectuará sin discriminación alguna, conforme a su ley orgánica y leyes complementarias. Se prohíbe el reintegro de sus miembros, con excepción de los casos en los cuales la separación o retiro haya sido realizada en violación a la Ley Orgánica de las Fuerzas Armadas, previa investigación y recomendación por el ministerio correspondiente, de conformidad con la ley. 





",30,Medio,
568,M2 - ÓRGANOS E INSTITUCIONES DEL ESTADO DOMINICANO,C1.4 Organismos de control y garantías institucionales,Preguntas y respuestas,-,La jurisdicción militar es competente:,10,Para conocer de las infracciones militares previstas en la ley sobre la materia.,100%,Para conocer de la acción constitucional de amparo interpuesta por militares.,0%,Para conocer del incumplimiento de las obligaciones civiles y comerciales contraídas por los militares.,0%,Para conocer de los crímenes y delitos previstos en el código penal dominicano.,0%,254,Constitución de la República Dominicana,"Competencia de la jurisdicción militar y régimen disciplinario. La jurisdicción militar sólo tiene competencia para conocer de las infracciones militares previstas en las leyes sobre la materia. Las Fuerzas Armadas tendrán un régimen disciplinario militar aplicable a aquellas faltas que no constituyan infracciones del régimen penal militar.






",30,Medio,
569,M2 - ÓRGANOS E INSTITUCIONES DEL ESTADO DOMINICANO,C1.4 Organismos de control y garantías institucionales,Preguntas y respuestas,-,Parte de la misión constitucional de la Policía Nacional es:,10,Mantener el orden público para proteger el libre ejercicio de los derechos de las personas y la convivencia pacífica.,100%,Defender las fronteras de la nación de toda potencia extranjera.,0%,Promulgar y hacer publicar las leyes y resoluciones del Congreso Nacional.,0%,"Salvaguardar la integridad de los espacios terrestres, marinos, aéreos y el espectro radioeléctrico de la República Dominicana.",0%,255,Constitución de la República Dominicana,"Misión. La Policía Nacional es un cuerpo armado, técnico, profesional, de naturaleza policial, bajo la autoridad del Presidente de la República, obediente al poder civil, apartidista y sin facultad, en ningún caso, para deliberar. La Policía Nacional tiene por misión: 
4) Mantener el orden público para proteger el libre ejercicio de los derechos de las personas y la convivencia pacífica de conformidad con la Constitución y las leyes.",30,Medio,
570,M2 - ÓRGANOS E INSTITUCIONES DEL ESTADO DOMINICANO,C1.4 Organismos de control y garantías institucionales,Preguntas y respuestas,-,"Reintegrar a un miembro policial separado o retirado del servicio activo está constitucionalmente prohibido, pero ¿cuál es la excepción a esa regla?",10,Los casos en que la separación o retiro se lleven a cabo en violación a la Ley Orgánica de la Policía Nacional.,100%,Los casos en que la separación o retiro se lleven a cabo en violación a la Ley Orgánica de las Fuerzas Armadas.,0%,Los casos en que la separación o retiro se lleven a cabo sin el consentimiento del miembro militar.,0%,Los casos en que la separación o retiro se lleven a cabo por el Consejo de Seguridad y Defensa Nacional.,0%,256,Constitución de la República Dominicana,"Carrera policial. El ingreso, nombramiento, ascenso, retiro y demás aspectos del régimen de carrera policial de los miembros de la Policía Nacional se efectuará sin discriminación alguna, conforme a su ley orgánica y leyes complementarias. Se prohíbe el reintegro de sus miembros, con excepción de los casos en los cuales el retiro o separación haya sido realizado en violación a la ley orgánica de la Policía Nacional, previa investigación y recomendación del ministerio correspondiente, de conformidad con la ley.





",30,Medio,
571,M4 - TRIBUNAL CONSTITUCIONAL Y LOS PROCEDIMIENTOS CONSTITUCIONALES,C1.4 Organismos de control y garantías institucionales,Preguntas y respuestas,-,"La solicitud de formación de cuerpos de seguridad pública o de defensa permanentes con integrantes de las Fuerzas Armadas y la Policía Nacional será solicitado al Congreso Nacional por el: 
",10,Presidente de la República,100%,Senado de la República,0%,Consejo de Ministros,0%,Tribunal Constitucional,0%,261,Constitución de la República Dominicana,"Cuerpos de seguridad pública o de defensa. El Congreso Nacional, a solicitud del Presidente de la República, podrá disponer, cuando así lo requiera el interés nacional, la formación de cuerpos de seguridad pública o de defensa permanentes con integrantes de las Fuerzas Armadas y la Policía Nacional que estarán subordinados al ministerio o institución del ámbito de sus respectivas competencias en virtud de la ley. El sistema de inteligencia del Estado será regulado mediante ley.






",30,Medio,
572,M2 - ÓRGANOS E INSTITUCIONES DEL ESTADO DOMINICANO,C1.4 Organismos de control y garantías institucionales,Preguntas y respuestas,-,La jurisdicción militar sólo tiene competencia para conocer de:,10,Infracciones militares previstas en las leyes sobre la materia.,100%,   Infracciones policiales previstas en las leyes sobre la materia.,0%,Infracciones cometidas en las elecciones nacionales.,0%,  Infracciones nacionales cometidas por extranjeros.,0%,254,Constitución de la República Dominicana,"Competencia de la jurisdicción militar y régimen disciplinario. La jurisdicción militar sólo tiene competencia para conocer de las infracciones militares previstas en las leyes sobre la materia. Las Fuerzas Armadas tendrán un régimen disciplinario militar aplicable a aquellas faltas que no constituyan infracciones del régimen penal militar.




",30,Medio,
573,M2 - ÓRGANOS E INSTITUCIONES DEL ESTADO DOMINICANO,C1.4 Organismos de control y garantías institucionales,Preguntas y respuestas,-,"Son auxiliares de la Policía Nacional para mantener o restablecer el orden público en casos excepcionales: 
",10,Las Fuerzas Armadas,100%,La Defensa Civil,0%,El Ministerio Público,0%,El Consejo de Seguridad y Defensa Nacional,0%,254,Constitución de la República Dominicana,"Competencia de la jurisdicción militar y régimen disciplinario. La jurisdicción militar sólo tiene competencia para conocer de las infracciones militares previstas en las leyes sobre la materia. Las Fuerzas Armadas tendrán un régimen disciplinario militar aplicable a aquellas faltas que no constituyan infracciones del régimen penal militar.




",30,Medio,
574,M2 - ÓRGANOS E INSTITUCIONES DEL ESTADO DOMINICANO,C1.4 Organismos de control y garantías institucionales,Preguntas y respuestas,-,"Son auxiliares de la Policía Nacional para mantener o restablecer el orden público en casos excepcionales: 
",10,Las Fuerzas Armadas,100%,La Defensa Civil,0%,El Ministerio Público,0%,El Consejo de Seguridad y Defensa Nacional,0%,252,Constitución de la República Dominicana,"Misión y carácter. La defensa de la Nación está a cargo de las Fuerzas Armadas. Por lo tanto: 
2) Podrán, asimismo, intervenir cuando lo disponga el Presidente de la República en programas destinados a promover el desarrollo social y económico del país, mitigar situaciones de desastres y calamidad pública, concurrir en auxilio de la Policía Nacional para mantener o restablecer el orden público en casos excepcionales;",30,Medio,
575,M2 - ÓRGANOS E INSTITUCIONES DEL ESTADO DOMINICANO,C1.4 Organismos de control y garantías institucionales,Preguntas y respuestas,-,La jurisdicción militar sólo tiene competencia para conocer de las infracciones militares previstas en las leyes sobre la materia.,10,Verdadero,100%,Falso,0%,,0%,,0%,254,Constitución de la República Dominicana,"Competencia de la jurisdicción militar y régimen disciplinario.
La jurisdicción militar sólo tiene competencia para conocer de las infracciones militares previstas en las leyes sobre la materia.",30,Fácil,
576,M2 - ÓRGANOS E INSTITUCIONES DEL ESTADO DOMINICANO,C1.4 Organismos de control y garantías institucionales,Preguntas y respuestas,-,"La Policía Nacional es un cuerpo armado, técnico, profesional, de naturaleza policial, bajo la autoridad del Presidente de la República, obediente al poder civil, apartidista y sin facultad, en ningún caso, para deliberar.",10,Verdadero,100%,Falso,0%,,0%,,0%,255,Constitución de la República Dominicana,"Misión. La Policía Nacional es un cuerpo armado, técnico, profesional, de naturaleza policial, bajo la autoridad del Presidente de la República, obediente al poder civil, apartidista y sin facultad, en ningún caso, para deliberar. 



",30,Medio,
577,M2 - ÓRGANOS E INSTITUCIONES DEL ESTADO DOMINICANO,C1.4 Organismos de control y garantías institucionales,Preguntas y respuestas,-,"La Policía Nacional es obediente al poder civil, partidista y con facultad para deliberar.",10,Falso,100%,Verdadero,0%,,0%,,0%,255,Constitución de la República Dominicana,"Misión. La Policía Nacional es un cuerpo armado, técnico, profesional, de naturaleza policial, bajo la autoridad del Presidente de la República, obediente al poder civil, apartidista y sin facultad, en ningún caso, para deliberar. 



",30,Medio,
578,M2 - ÓRGANOS E INSTITUCIONES DEL ESTADO DOMINICANO,C1.4 Organismos de control y garantías institucionales,Preguntas y respuestas,-,"El Consejo de Seguridad y Defensa Nacional es el encargado de perseguir e investigar las infracciones penales, bajo la dirección legal de la autoridad correspondiente.",10,Falso,100%,Verdadero,0%,,0%,,0%,255,Constitución de la República Dominicana,"Misión. La Policía Nacional es un cuerpo armado, técnico, profesional, de naturaleza policial, bajo la autoridad del Presidente de la República, obediente al poder civil, apartidista y sin facultad, en ningún caso, para deliberar. La Policía Nacional tiene por misión: 
3) Perseguir e investigar las infracciones penales, bajo la dirección legal de la autoridad competente;",30,Medio,
579,M2 - ÓRGANOS E INSTITUCIONES DEL ESTADO DOMINICANO,C1.4 Organismos de control y garantías institucionales,Preguntas y respuestas,-,"El Consejo de Seguridad y Defensa Nacional es un órgano ejecutivo, adscrito al Ministerio Público, para formular las políticas y estrategias en esta materia y en cualquier asunto que el Poder Judicial someta a su consideración.",10,Falso,100%,Verdadero,0%,,0%,,0%,258,Constitución de la República Dominicana,"Consejo de Seguridad y Defensa Nacional. El Consejo de Seguridad y Defensa Nacional es un órgano consultivo que asesora al Presidente de la República en la formulación de las políticas y estrategias en esta materia y en cualquier asunto que el Poder Ejecutivo someta a su consideración. El Poder Ejecutivo reglamentará su composición y funcionamiento.


",30,Medio,
